,maxdegree_1,maxdegree_2,maxdegree_3,maxdegree_4,sector_1,sector_2,sector_3,sector_4,sector_5,regio_1,regio_2,regio_3,regio_4,n_founders,founding_age,n_investors,n_fund_rounds,avrg_inv_per_round,n_leadinvestors,leadinv_rate,years_till_firstfund,total_funding,%_first_funding_of_total,female_founders,founders_experience,has_valuation,has_moneyraised_data,alpha_bench,alpha_bench_binary,Cluster
electroCore,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0.4615384615384616,0.058333333333333334,0.2727272727272727,0.0625,0.05263157894736842,0.25,0.24137931034482757,0.005244036722074936,0.003937007671254835,0,0.5555555555555556,1,1,-0.664,0,1
resTORbio,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5961538461538463,0.05,0.0,0.375,0.10526315789473684,1.0,0.034482758620689655,0.002683380078307596,1.0000000000000002,1,0.1111111111111111,1,1,-0.119,0,0
Krystal Biotech,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.5576923076923077,0.0,0.0,0.0,0.05263157894736842,1.0,0.06896551724137931,0.0002879270889768588,1.0000000000000002,1,0.1111111111111111,1,1,-0.042,0,0
LiveTiles,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.0002879270889768588,1.0000000000000002,0,0.3333333333333333,0,0,-0.24,0,0
Draytek Technologies,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,1.3276013476007036e-05,1.0000000000000002,0,0.0,0,0,-0.181,0,0
Trony Solar,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.05769230769230771,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.5172413793103449,0.0035093983504906087,0.23529411749139353,0,0.2222222222222222,0,1,-0.051,0,1
Rhythm Pharmaceuticals,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.6730769230769231,0.05,0.0,0.375,0.0,0.0,0.24137931034482757,0.0016921581516879806,1.0000000000000002,1,0.4444444444444444,1,1,-0.232,0,0
Phreesia,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.11538461538461536,0.19166666666666668,0.4545454545454545,0.1875,0.2631578947368421,0.8333333333333334,0.034482758620689655,0.00382535021569787,0.032379925298331495,0,0.1111111111111111,1,1,-0.056,0,1
Oventus Medical,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.3269230769230769,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.00011644127647390915,1.0000000000000002,0,0.1111111111111111,0,0,-0.216,0,0
Ilika,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5576923076923077,0.04166666666666667,0.2727272727272727,0.03125,0.0,0.0,0.0,0.0010526568704095724,3.898745665330724e-08,0,0.1111111111111111,0,0,-0.088,0,1
Home24,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.17307692307692307,0.10833333333333334,0.36363636363636365,0.11249999999999999,0.21052631578947367,0.8,0.0,0.0071319868108367275,5.58642108867572e-09,0,0.3333333333333333,0,1,-0.48,0,1
Flexion Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.7307692307692308,0.06666666666666667,0.1818181818181818,0.125,0.15789473684210525,1.0,0.06896551724137931,0.0025594773374801438,0.5322580644209144,0,0.1111111111111111,0,1,-0.162,0,1
ikeGPS,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.09615384615384615,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.24137931034482757,5.622900493043731e-05,0.9999992805760571,0,0.1111111111111111,0,0,-0.137,0,0
Xinguodu,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.24137931034482757,0.0001269130818185957,0.9291890675225571,0,0.0,0,0,-0.204,0,0
Medicenna Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.3269230769230769,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,3.179269987987919e-05,1.0000000000000002,1,0.4444444444444444,0,0,-0.032,0,0
Calix,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.3269230769230769,0.13333333333333333,0.1818181818181818,0.291875,0.05263157894736842,0.3333333333333333,0.034482758620689655,0.004128912095928782,9.796437561275893e-09,0,0.2222222222222222,1,1,-0.094,0,1
VBI Vaccines,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.11538461538461536,0.058333333333333334,0.36363636363636365,0.037500000000000006,0.0,0.0,0.3103448275862069,0.0006227946074134569,0.2867311361480245,0,0.0,0,0,-0.515,0,1
ViewRay,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.27499999999999997,0.5454545454545454,0.24125000000000002,0.10526315789473684,0.2857142857142857,0.10344827586206896,0.007515272464121087,0.016484205993365555,1,0.1111111111111111,0,0,-0.148,0,1
Phio Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.30769230769230765,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,1.1210967795549503e-05,1.0000000000000002,0,0.0,0,0,-0.316,0,0
Obalon Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.25000000000000006,0.175,0.4545454545454545,0.166875,0.10526315789473684,0.3333333333333333,0.0,0.0036921192505226554,0.05282844365339831,0,0.0,0,0,-0.339,0,1
Vivoryon Therapeutics,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.4615384615384616,0.125,0.1818181818181818,0.270625,0.05263157894736842,0.3333333333333333,0.3448275862068966,0.0038815139238838913,0.219125944104998,0,0.1111111111111111,0,0,-0.152,0,1
Osprey Medical,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.19230769230769235,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.0002672766321722835,1.0000000000000002,0,0.1111111111111111,0,0,-0.006,0,0
ConforMIS,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.4038461538461539,0.15833333333333333,0.7272727272727273,0.07625000000000001,0.15789473684210525,0.3333333333333333,0.10344827586206896,0.016738039678587953,0.025146866682550652,0,0.2222222222222222,1,1,-0.261,0,1
Ping An Good Doctor,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.4615384615384616,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.06896551724137931,0.03716964294194838,0.5555555554650835,0,0.1111111111111111,1,1,-0.163,0,0
InVivo Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0012378481019873235,1.0000000000000002,0,1.0,0,0,-0.771,0,0
Castlight Health,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0.4230769230769231,0.15,0.36363636363636365,0.175,0.21052631578947367,0.8,0.0,0.007602318847856523,0.0054318303539357205,0,0.4444444444444444,1,1,-0.604,0,1
NovoCure,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0.8076923076923077,0.025,0.09090909090909091,0.0625,0.0,0.0,0.3103448275862069,8.14225622320192e-05,4.997961877611463e-07,0,0.3333333333333333,1,1,-0.185,0,1
RedHill Biopharma,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.4038461538461539,0.025,0.0,0.1875,0.0,0.0,0.034482758620689655,0.0004118298298043107,1.0000000000000002,0,0.1111111111111111,0,1,-0.332,0,0
Evgen Pharma,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.36538461538461536,0.058333333333333334,0.2727272727272727,0.0625,0.05263157894736842,0.25,0.06896551724137931,0.00011085293245528219,3.68448479974435e-07,0,0.3333333333333333,0,0,-0.321,0,1
Tricida,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.4230769230769231,0.16666666666666666,0.36363636363636365,0.2,0.21052631578947367,0.8,0.034482758620689655,0.010613743781477968,0.05647252745507807,0,0.1111111111111111,1,1,-0.036,0,1
Onconova Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5384615384615385,0.03333333333333333,0.2727272727272727,0.015625,0.0,0.0,0.41379310344827586,0.003693867931204867,0.21489934141144001,0,0.1111111111111111,0,1,-0.34,0,1
Atlassian,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.03846153846153849,0.025,0.09090909090909091,0.0625,0.10526315789473684,1.0,0.27586206896551724,0.00867201255163444,0.28571428556888406,0,0.4444444444444444,1,1,-0.09,0,1
CanFite BioPharma,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.4038461538461539,0.04166666666666667,0.1818181818181818,0.0625,0.0,0.0,0.7241379310344828,0.00119654727098,0.4137930747914928,1,0.2222222222222222,0,0,-0.445,0,0
Vapotherm,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.07692307692307693,0.4083333333333333,0.7272727272727273,0.285,0.3684210526315789,0.7777777777777778,0.13793103448275862,0.008325084918618487,0.026041671299547934,0,0.1111111111111111,1,1,-0.044,0,1
Destiny Pharma,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.25000000000000006,0.04166666666666667,0.2727272727272727,0.03125,0.21052631578947367,1.0,0.41379310344827586,0.00090318890535897,0.32347104626026724,1,0.2222222222222222,0,1,-0.323,0,1
IP Group Plc,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0.25000000000000006,0.0,0.0,0.0,0.05263157894736842,1.0,0.5517241379310345,0.0012378481019873235,1.0000000000000002,0,1.0,0,0,-0.011,0,0
ProntoForms,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.05769230769230771,0.025,0.09090909090909091,0.0625,0.0,0.0,0.034482758620689655,0.0005357325706317626,0.4153846152656098,0,0.4444444444444444,0,0,-0.428,0,0
CrowdWorks,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0.30769230769230765,0.10833333333333334,0.2727272727272727,0.15625,0.0,0.0,0.0,0.0006561487296332436,0.007539843929330307,0,0.1111111111111111,0,0,-0.264,0,1
Netflix,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0.30769230769230765,0.11666666666666667,0.2727272727272727,0.171875,0.15789473684210525,0.75,0.0,0.004283210285427802,0.019202599878668517,0,0.2222222222222222,1,1,-0.244,0,1
Fiverr.com,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0.07692307692307693,0.125,0.4545454545454545,0.104375,0.21052631578947367,0.6666666666666666,0.0,0.004583222145629439,0.009009008726118322,0,0.1111111111111111,1,1,-0.35,0,1
Pharnext,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0.5384615384615385,0.05,0.1818181818181818,0.083125,0.05263157894736842,0.3333333333333333,0.10344827586206896,0.0008213273144152854,0.29123814056331304,0,0.1111111111111111,0,0,-0.203,0,1
Digitalbox,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0.5,0.0,0.0,0.0,0.05263157894736842,1.0,0.13793103448275862,4.012160732195495e-05,1.0000000000000002,0,0.5555555555555556,1,0,-0.432,0,0
Vogo Sport,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.5192307692307692,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.06896551724137931,0.0009448950222315399,0.19686978496902044,1,0.2222222222222222,1,1,-0.247,0,1
Profound Medical Inc,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.25000000000000006,0.075,0.09090909090909091,0.25,0.0,0.0,0.10344827586206896,0.0011104847989094745,0.09288082914158234,0,0.0,0,0,-0.509,0,1
Rexahn Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5576923076923077,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.0002053252617585575,1.0000000000000002,0,0.1111111111111111,0,0,-0.639,0,0
BrainStorm Cell Therapeutics,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.44230769230769235,0.03333333333333333,0.2727272727272727,0.015625,0.15789473684210525,0.75,0.3103448275862069,0.001006370110509525,0.03279316144511591,1,0.5555555555555556,0,0,-0.316,0,1
Arcimoto,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.23076923076923078,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.10344827586206896,0.0008661399208058813,4.741548302040775e-08,0,0.2222222222222222,0,1,-0.327,0,1
Narayana Hrudayalaya,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.5,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.48275862068965514,0.0031170396712036775,0.6357615893298284,0,0.1111111111111111,1,1,-0.085,0,0
Boingo Wireless,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.1538461538461539,0.058333333333333334,0.1818181818181818,0.104375,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.003715902918536362,0.1666666664970314,0,1.0,1,1,-0.319,0,1
Ascendis Pharma,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5,0.06666666666666667,0.09090909090909091,0.21875,0.10526315789473684,1.0,0.034482758620689655,0.003539704052276904,0.30015915066505366,0,0.2222222222222222,1,1,-0.064,0,1
Huami,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.3461538461538462,0.04166666666666667,0.0,0.3125,0.05263157894736842,1.0,0.0,0.002992023664249891,1.0000000000000002,0,0.4444444444444444,1,1,-0.049,0,0
Global Blood Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,6,0.8461538461538463,0.03333333333333333,0.09090909090909091,0.09375,0.05263157894736842,0.5,0.0,0.003662211730844466,0.45885005625962816,0,0.4444444444444444,1,1,-0.619,0,1
Restoration Robotics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.13461538461538464,0.13333333333333333,0.36363636363636365,0.15,0.15789473684210525,0.6,0.13793103448275862,0.0053311817323920705,0.08744481295892385,0,0.0,0,1,-0.49,0,1
GeneNews,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.05769230769230771,0.04166666666666667,0.4545454545454545,0.0,0.0,0.0,0.3103448275862069,0.0005527489600478687,0.012830291455557287,0,0.0,0,0,-0.05,0,1
Galera Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5384615384615385,0.27499999999999997,0.4545454545454545,0.291875,0.21052631578947367,0.6666666666666666,0.06896551724137931,0.006136549465168681,0.008142116748502194,0,0.2222222222222222,1,1,-0.109,0,1
Sigma Capital Group,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0.19230769230769235,0.0,0.0,0.0,0.0,0.0,0.7931034482758621,0.010514528000945768,1.0000000000000002,0,0.4444444444444444,0,0,-0.224,0,0
Alnylam Pharmaceuticals,0,0,1,0,1,0,0,0,0,0,1,0,0,7,0.5769230769230769,0.03333333333333333,0.0,0.25,0.0,0.0,0.034482758620689655,0.00101482316849791,1.0000000000000002,0,0.8888888888888888,1,1,-0.2,0,0
Super League Gaming,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.4038461538461539,0.09166666666666667,0.1818181818181818,0.1875,0.05263157894736842,0.3333333333333333,0.034482758620689655,0.0014026387472878346,0.26301853471317344,0,0.4444444444444444,1,1,-0.418,0,1
Miliboo,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0.23076923076923078,0.025,0.09090909090909091,0.0625,0.0,0.0,0.13793103448275862,0.0003553376554523559,0.3948291861508236,1,0.1111111111111111,0,0,-0.131,0,0
Sea,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.1538461538461539,0.13333333333333333,0.36363636363636365,0.15,0.10526315789473684,0.4,0.0,0.02981808044342231,0.0027700828879845783,0,0.1111111111111111,1,1,-0.337,0,1
Eidos Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.3461538461538462,0.058333333333333334,0.0,0.4375,0.05263157894736842,1.0,0.1724137931034483,0.0026420791646984453,1.0000000000000002,0,0.1111111111111111,1,1,-0.265,0,0
Zuora,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0.3461538461538462,0.37499999999999994,0.6363636363636364,0.296875,0.3157894736842105,0.75,0.0,0.010220796935880329,3.836841651492188e-09,0,0.2222222222222222,1,1,-0.153,0,1
Chiasma,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.23076923076923078,0.19166666666666668,0.7272727272727273,0.104375,0.15789473684210525,0.3333333333333333,0.06896551724137931,0.008733963963349078,0.00945626452906584,0,0.2222222222222222,1,1,-0.269,0,1
Glaukos,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0.5384615384615385,0.21666666666666667,0.4545454545454545,0.21875,0.15789473684210525,0.5,0.13793103448275862,0.004996247430378167,0.08264436017202739,0,0.8888888888888888,1,1,-0.04,0,1
Evolent Health,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0.3461538461538462,0.03333333333333333,0.09090909090909091,0.09375,0.05263157894736842,0.5,0.06896551724137931,0.011026164627356025,0.3745318350786708,0,0.2222222222222222,1,1,-0.083,0,1
Spring Bank Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.6346153846153848,0.025,0.2727272727272727,0.0,0.0,0.0,0.3103448275862069,0.0010724552067645637,0.1500264391017758,0,0.2222222222222222,0,1,-0.283,0,1
Ceragon Networks,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0.44230769230769235,0.008333333333333333,0.0,0.0625,0.05263157894736842,1.0,0.13793103448275862,0.0009074407931141184,1.0000000000000002,0,0.1111111111111111,0,0,-0.254,0,0
BEST Logistics Technology,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.4807692307692308,0.06666666666666667,0.2727272727272727,0.078125,0.10526315789473684,0.5,0.0,0.03253610075439948,0.01626048535069786,0,0.2222222222222222,1,1,-0.198,0,1
Gritstone Oncology,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.13333333333333333,0.1818181818181818,0.291875,0.15789473684210525,1.0,0.0,0.008919818033289343,0.4722222221147866,0,0.3333333333333333,1,1,-0.089,0,1
Cloudera,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0.5,0.26666666666666666,0.6363636363636364,0.195625,0.3684210526315789,0.875,0.034482758620689655,0.04299307196734319,0.010566762475981727,0,0.3333333333333333,1,1,-0.24,0,1
scPharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.9423076923076925,0.04166666666666667,0.09090909090909091,0.125,0.10526315789473684,1.0,0.0,0.0025429569720364837,0.25974025958957075,0,0.3333333333333333,1,1,-0.118,0,1
Reebonz,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0.11538461538461536,0.05,0.1818181818181818,0.083125,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.0026420791646984453,0.1562499998282443,0,0.5555555555555556,0,0,-0.034,0,1
Hamilton Thorne,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.05769230769230771,0.0,0.0,0.0,0.0,0.0,0.5172413793103449,0.0003768679869204606,1.0000000000000002,1,0.3333333333333333,0,0,-0.458,0,0
Equinix,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0.0,0.14166666666666666,0.09090909090909091,0.5,0.0,0.0,0.06896551724137931,0.015486663297144295,0.7466666666150976,0,0.6666666666666666,0,1,-0.463,0,0
NGM Biopharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.4615384615384616,0.14166666666666666,0.2727272727272727,0.21875,0.10526315789473684,0.5,0.06896551724137931,0.012200721144283005,0.0898662678411767,0,0.1111111111111111,1,1,-0.143,0,1
Silk Road Medical,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5,0.1,0.5454545454545454,0.053750000000000006,0.21052631578947367,0.5714285714285714,0.0,0.006632812693807118,0.02116721047406596,1,0.2222222222222222,1,1,-0.105,0,1
Brand24,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0.1538461538461539,0.03333333333333333,0.09090909090909091,0.09375,0.15789473684210525,1.0,0.13793103448275862,3.870758794271846e-05,0.589016145699518,0,0.1111111111111111,0,0,-0.197,0,1
Nuheara,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,2.58403709096148e-05,1.0000000000000002,0,0.2222222222222222,0,0,-0.32,0,0
Sorrento Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.4230769230769231,0.025,0.1818181818181818,0.020625000000000004,0.0,0.0,0.10344827586206896,0.000517911019904846,0.1829972481120231,0,0.4444444444444444,0,1,-0.043,0,1
Infinera Corporation,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.4038461538461539,0.3333333333333333,0.4545454545454545,0.364375,0.05263157894736842,0.16666666666666666,0.034482758620689655,0.010295138456474059,0.20056157223999213,0,0.5555555555555556,1,1,-0.354,0,1
MakeMyTrip.com,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0.19230769230769235,0.08333333333333333,0.1818181818181818,0.166875,0.15789473684210525,1.0,0.1724137931034483,0.0015682554108605285,0.26315789458684885,0,0.4444444444444444,1,1,-0.155,0,1
Glu Mobile,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.05769230769230771,0.06666666666666667,0.2727272727272727,0.078125,0.05263157894736842,0.25,0.034482758620689655,0.0021671186994941267,1.884405634792491e-08,0,0.5555555555555556,1,1,-0.28,0,1
IMV Inc,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5192307692307692,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.00032922800258600946,1.0000000000000002,0,0.1111111111111111,0,0,-0.554,0,0
Family Zone,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.1538461538461539,0.0,0.0,0.0,0.05263157894736842,1.0,0.13793103448275862,0.0002053252617585575,1.0000000000000002,0,0.2222222222222222,0,0,-0.45,0,0
Tabula Rasa Healthcare (formerly CareKinesis),0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.5961538461538463,0.03333333333333333,0.2727272727272727,0.015625,0.21052631578947367,1.0,0.034482758620689655,0.00028792713027777245,0.21428568351353194,1,0.3333333333333333,0,0,-0.138,0,1
Mercari,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0.4807692307692308,0.18333333333333332,0.2727272727272727,0.296875,0.10526315789473684,0.5,0.0,0.006669794646977418,0.0227178569346326,0,0.1111111111111111,1,1,-0.512,0,1
Adherium,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.11538461538461536,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.41379310344827586,0.00022612609518958375,0.4549063064595444,0,0.2222222222222222,0,0,-0.215,0,0
Celyad,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5576923076923077,0.05,0.2727272727272727,0.046875,0.0,0.0,0.0,0.001809791868139613,2.2602385208698158e-08,0,0.1111111111111111,0,1,-0.014,0,1
Natcore Technology,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.00021292603409370393,1.0000000000000002,0,0.2222222222222222,0,0,-0.007,0,0
Sequans Communications,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.36538461538461536,0.125,0.4545454545454545,0.104375,0.10526315789473684,0.3333333333333333,0.034482758620689655,0.002964850678061763,0.025402116386587247,0,0.1111111111111111,1,1,-0.338,0,1
Stealth BioTherapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.23076923076923078,0.05,0.0,0.375,0.05263157894736842,1.0,0.3793103448275862,0.004128912054627868,1.0000000000000002,1,0.1111111111111111,0,1,-0.022,0,0
ShiftPixy,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.653846153846154,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,9.916704545414107e-05,0.8366013071562808,0,0.1111111111111111,0,1,-0.661,0,0
Oxatis,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0.0,0.06666666666666667,0.36363636363636365,0.05,0.05263157894736842,0.2,0.24137931034482757,0.0007565550503011409,0.16896796475831624,0,0.2222222222222222,1,1,-0.529,0,1
nLIGHT,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.2884615384615385,0.21666666666666667,0.8181818181818182,0.10625000000000001,0.05263157894736842,0.1,0.034482758620689655,0.00825544013792039,0.04852093076551188,0,0.1111111111111111,1,1,-0.323,0,1
Eloxx,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.7115384615384617,0.1,0.09090909090909091,0.34375,0.10526315789473684,1.0,0.0,0.0015682554521614421,2.611222644576063e-08,1,0.5555555555555556,0,1,-0.057,0,1
Itamar Medical,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0.6153846153846154,0.0,0.0,0.0,0.05263157894736842,1.0,0.5862068965517241,1.4071221266637622e-06,1.0000000000000002,0,0.2222222222222222,0,0,-0.272,0,0
MacroGenics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.6153846153846154,0.20833333333333334,0.36363636363636365,0.2625,0.10526315789473684,0.4,0.10344827586206896,0.0053686209279769385,0.038456657228515996,0,0.2222222222222222,0,1,-0.161,0,1
CStone Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.653846153846154,0.10833333333333334,0.09090909090909091,0.375,0.05263157894736842,0.5,0.034482758620689655,0.016932195273464568,0.3658536584074971,0,0.1111111111111111,1,1,-0.098,0,1
Allied Architects,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.1538461538461539,0.025,0.1818181818181818,0.020625000000000004,0.0,0.0,0.10344827586206896,0.0028571238530584716,0.3523065470679096,0,0.1111111111111111,0,0,-0.46,0,1
Eco Wave Power,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0.23076923076923078,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.13793103448275862,0.00020870648495391146,0.39355607020344646,0,0.0,1,1,-0.068,0,0
Upwork,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.25000000000000006,0.3083333333333333,0.7272727272727273,0.20124999999999998,0.21052631578947367,0.4444444444444444,0.0,0.00697041499353926,5.720608206368356e-09,0,0.2222222222222222,1,1,-0.077,0,1
Pareteum,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.5862068965517241,0.00024662617536770815,1.0000000000000002,0,0.1111111111111111,0,0,-0.665,0,0
Galectin Therapeutics,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.09166666666666667,0.1818181818181818,0.1875,0.05263157894736842,0.3333333333333333,0.3103448275862069,0.00037833478886728955,0.45271520284865446,0,0.2222222222222222,1,0,-0.546,0,1
