,maxdegree_1,maxdegree_2,maxdegree_3,maxdegree_4,sector_1,sector_2,sector_3,sector_4,sector_5,regio_1,regio_2,regio_3,regio_4,n_founders,founding_age,n_investors,n_fund_rounds,avrg_inv_per_round,n_leadinvestors,leadinv_rate,years_till_firstfund,total_funding,%_first_funding_of_total,female_founders,founders_experience,has_valuation,has_moneyraised_data,alpha_bench,alpha_bench_binary,Cluster
FireEye,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0.4807692307692308,0.23333333333333334,0.36363636363636365,0.3,0.05263157894736842,0.2,0.034482758620689655,0.003599434342158557,0.07398485872409281,0,0.2222222222222222,1,1,0.779,1,1
Zendesk,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0.30769230769230765,0.14166666666666666,0.36363636363636365,0.1625,0.21052631578947367,0.8,0.034482758620689655,0.003530048889897011,0.005847952877208128,0,0.2222222222222222,1,1,0.519,1,1
comScore,0,0,0,1,0,1,0,0,0,0,1,0,0,5,0.4807692307692308,0.24166666666666667,0.4545454545454545,0.25,0.15789473684210525,0.5,0.6551724137931034,0.0037010250904269374,0.4462305067259233,0,0.3333333333333333,0,1,0.4,1,1
GoPro,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.11538461538461536,0.05,0.1818181818181818,0.083125,0.10526315789473684,0.6666666666666666,0.27586206896551724,0.011901950500438064,0.0007112990453810513,0,0.2222222222222222,1,1,0.477,1,1
TELUS,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9310344827586207,0.001279149015596474,1.0000000000000002,0,0.0,0,0,0.076,1,0
Arista Networks,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0.38461538461538464,0.025,0.1818181818181818,0.020625000000000004,0.05263157894736842,0.3333333333333333,0.27586206896551724,0.00019607393971193498,2.0917658452759638e-07,0,0.6666666666666666,1,1,0.172,1,1
CyberArk Software,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0.4230769230769231,0.14166666666666666,0.4545454545454545,0.125,0.05263157894736842,0.16666666666666666,0.27586206896551724,0.0029105351031579246,0.08510638279248552,0,0.5555555555555556,1,1,0.568,1,1
Dexcom,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5384615384615385,0.075,0.09090909090909091,0.25,0.05263157894736842,0.5,0.10344827586206896,0.002167118658193213,0.5714285713413304,0,0.3333333333333333,0,1,0.013,1,0
TrueCar,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0.30769230769230765,0.26666666666666666,0.5454545454545454,0.231875,0.10526315789473684,0.2857142857142857,0.10344827586206896,0.01405610806462154,0.05325144009100446,0,0.3333333333333333,1,1,0.8,1,1
Envestnet,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0.30769230769230765,0.04166666666666667,0.36363636363636365,0.012499999999999997,0.05263157894736842,0.2,0.06896551724137931,0.0016508574032824844,2.4796435164329582e-08,0,0.2222222222222222,0,1,0.205,1,1
Blueprint Medicines,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.5576923076923077,0.125,0.1818181818181818,0.270625,0.15789473684210525,1.0,0.0,0.004748425800066042,0.3478260837991891,0,0.1111111111111111,1,1,0.111,1,1
Sangamo Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.3461538461538462,0.008333333333333333,0.0,0.0625,0.10526315789473684,1.0,0.7931034482758621,0.0007835380522866664,1.0000000000000002,0,0.2222222222222222,0,0,1.572,1,0
Precigen,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.23076923076923078,0.06666666666666667,0.4545454545454545,0.03125,0.10526315789473684,0.3333333333333333,0.24137931034482757,0.011831532442734462,0.001745200494873196,1,0.1111111111111111,0,0,0.028,1,1
Globant,1,0,0,0,0,0,1,0,0,1,0,0,0,4,0.2884615384615385,0.05,0.2727272727272727,0.046875,0.21052631578947367,1.0,0.13793103448275862,0.004500620277110224,0.07155963283852745,0,0.4444444444444444,0,1,0.2,1,1
UrtheCast,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.4038461538461539,0.008333333333333333,0.09090909090909091,0.0,0.05263157894736842,0.5,0.06896551724137931,0.0002457258154510287,0.7527349368872059,0,1.0,0,0,0.174,1,0
Nevro,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.2115384615384615,0.225,0.36363636363636365,0.2875,0.21052631578947367,0.8,0.0,0.007567213112589659,0.030013642367349495,0,0.1111111111111111,1,1,0.768,1,1
Virtusa,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0.19230769230769235,0.06666666666666667,0.2727272727272727,0.078125,0.10526315789473684,0.5,0.13793103448275862,0.0018986214188201245,0.29348464082663606,1,0.3333333333333333,1,1,0.222,1,1
Synergy Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.0,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.5862068965517241,0.0007187469549559161,0.9104342128488595,0,0.0,0,0,0.098,1,0
Amyris Biotechnologies,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0.2115384615384615,0.19166666666666668,0.5454545454545454,0.151875,0.21052631578947367,0.5714285714285714,0.10344827586206896,0.015173103374348707,0.054435408028633815,0,0.5555555555555556,1,1,0.403,1,1
Avinger,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.5769230769230769,0.04166666666666667,0.36363636363636365,0.012499999999999997,0.10526315789473684,0.4,0.10344827586206896,0.005194334087513016,7.745779810266611e-09,0,0.1111111111111111,0,1,0.144,1,1
Rimini Street,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.3461538461538462,0.01666666666666667,0.1818181818181818,0.0,0.05263157894736842,0.3333333333333333,0.06896551724137931,0.0010375387948856837,0.005964213797944314,0,0.2222222222222222,0,0,0.044,1,1
Five Prime Therapeutics,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.5961538461538463,0.11666666666666667,0.36363636363636365,0.125,0.0,0.0,0.27586206896551724,0.0029724864735716505,0.13194444426774105,0,0.2222222222222222,1,1,0.433,1,1
Gogo,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.2884615384615385,0.025,0.1818181818181818,0.020625000000000004,0.0,0.0,0.6551724137931034,0.012930549753873961,0.20794608907258327,0,0.4444444444444444,1,1,0.589,1,1
Acceleron Pharma,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.5769230769230769,0.15833333333333333,0.5454545454545454,0.11624999999999999,0.15789473684210525,0.42857142857142855,0.0,0.005851409609647649,0.12705815485930672,1,0.1111111111111111,1,1,0.7,1,1
Aerie Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.44230769230769235,0.058333333333333334,0.2727272727272727,0.0625,0.05263157894736842,0.25,0.1724137931034483,0.002956584176300151,0.13963561927953905,0,0.1111111111111111,0,1,0.339,1,1
Flow Capital,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.00011746306107659954,1.0000000000000002,0,0.0,0,0,0.021,1,0
Portola Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5384615384615385,0.31666666666666665,0.36363636363636365,0.425,0.2631578947368421,1.0,0.0,0.012186720217171331,0.07116231815156965,0,0.4444444444444444,1,1,0.37,1,1
Wave Life Sciences,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0.6153846153846154,0.06666666666666667,0.0,0.5,0.10526315789473684,1.0,0.10344827586206896,0.003468097436881458,1.0000000000000002,0,1.0,0,1,0.025,1,0
Neovasc,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,6.089637987649381e-05,1.0000000000000002,0,0.0,0,0,0.053,1,0
Karyopharm Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.4807692307692308,0.04166666666666667,0.1818181818181818,0.0625,0.15789473684210525,1.0,0.06896551724137931,0.004013269496522247,0.20576131671075096,1,0.2222222222222222,0,1,0.531,1,1
Pushpay,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0.09615384615384615,0.058333333333333334,0.09090909090909091,0.1875,0.0,0.0,0.06896551724137931,0.000541134895335494,0.19673517309777255,0,0.2222222222222222,1,1,0.952,1,1
Puma Biotechnology,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.38461538461538464,0.05,0.0,0.375,0.05263157894736842,1.0,0.034482758620689655,0.0022703709422160893,1.0000000000000002,0,0.2222222222222222,1,0,0.602,1,0
Fate Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,8,0.5,0.125,0.5454545454545454,0.080625,0.15789473684210525,0.42857142857142855,0.0,0.004962709766898301,0.09984327914930302,1,0.2222222222222222,0,1,0.167,1,1
Alarm.com,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.36538461538461536,0.01666666666666667,0.09090909090909091,0.03125,0.10526315789473684,1.0,0.3103448275862069,0.006730869612004358,0.1656441716092977,1,0.1111111111111111,0,1,0.085,1,1
Intercept Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2692307692307692,0.01666666666666667,0.1818181818181818,0.0,0.15789473684210525,1.0,0.20689655172413793,0.0033028937824448553,0.31249999986005095,0,0.2222222222222222,0,1,0.649,1,1
CytomX Therapeutics,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1.0,0.14166666666666666,0.2727272727272727,0.21875,0.15789473684210525,0.75,0.06896551724137931,0.005571263860600236,0.24087813033471342,1,0.4444444444444444,0,1,0.068,1,1
WANdisco,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0.44230769230769235,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0.0004118298298043107,1.0000000000000002,0,0.3333333333333333,0,1,0.949,1,0
Atara Biotherapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.4038461538461539,0.125,0.09090909090909091,0.4375,0.10526315789473684,1.0,0.034482758620689655,0.0024486321282957066,0.6660074195631827,0,0.1111111111111111,0,0,2.74,1,1
SAGE Therapeutics,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.75,0.058333333333333334,0.1818181818181818,0.104375,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.003839805659363814,0.3763440858945526,0,0.1111111111111111,0,1,0.373,1,1
Intra-Cellular Therapies,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.01666666666666667,0.0,0.125,0.0,0.0,0.3793103448275862,0.003108362060148,1.0000000000000002,1,0.2222222222222222,0,0,0.041,1,0
Intersect ENT,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.1538461538461539,0.10833333333333334,0.2727272727272727,0.15625,0.10526315789473684,0.5,0.13793103448275862,0.004246377263351976,0.03402235932915874,0,0.1111111111111111,0,1,0.626,1,1
ZIOPHARM Oncology,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.19230769230769235,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.00020778378124296942,1.0000000000000002,0,0.0,0,0,0.158,1,0
HealthEquity,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.3103448275862069,0.0005150821138271873,1.0000000000000002,0,0.1111111111111111,0,0,0.108,1,0
T2 Biosystems,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5576923076923077,0.32499999999999996,0.5454545454545454,0.294375,0.15789473684210525,0.42857142857142855,0.0,0.006061794811536118,0.037465939858560234,0,0.4444444444444444,1,1,0.474,1,1
Adverum Biotechnologies,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0.44230769230769235,0.058333333333333334,0.09090909090909091,0.1875,0.05263157894736842,0.5,0.24137931034482757,0.0029168906942486686,0.08002235102526138,0,0.7777777777777777,1,1,0.539,1,1
MyoKardia,0,0,0,1,1,0,0,0,0,0,1,0,0,5,0.9615384615384617,0.1,0.1818181818181818,0.208125,0.05263157894736842,0.3333333333333333,0.0,0.004046310227409567,0.42857142845510726,1,0.3333333333333333,0,1,0.195,1,1
Energous Corporation,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.36538461538461536,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.00022597571856313283,1.0000000000000002,0,0.2222222222222222,1,1,0.058,1,0
NanoString Technologies,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.1538461538461539,0.20833333333333334,0.6363636363636364,0.140625,0.21052631578947367,0.5,0.06896551724137931,0.006410787531533441,0.02447665036502727,1,0.2222222222222222,0,1,0.761,1,1
Marinus Pharmaceuticals,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.7115384615384617,0.1,0.2727272727272727,0.140625,0.05263157894736842,0.25,0.3448275862068966,0.0033787094565480374,0.3592564563129617,0,0.2222222222222222,0,1,0.372,1,1
"Corbus Pharmaceuticals, Inc.",0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.2692307692307692,0.025,0.09090909090909091,0.0625,0.0,0.0,0.1724137931034483,0.002117557561862232,0.5126705652029424,0,0.2222222222222222,0,0,0.07,1,0
"Sesen Bio, Inc.",0,0,0,1,1,0,0,0,0,0,1,0,0,4,0.4230769230769231,0.03333333333333333,0.09090909090909091,0.09375,0.10526315789473684,1.0,0.0,0.0022703709422160893,0.6363636362896138,0,1.0,1,1,0.051,1,1
Coherus Biosciences,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.6923076923076925,0.15833333333333333,0.2727272727272727,0.25,0.15789473684210525,0.75,0.034482758620689655,0.0060163927172055785,0.010295077310171936,0,0.1111111111111111,0,1,0.343,1,1
Fluidigm,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.17307692307692307,0.2583333333333333,0.4545454545454545,0.270625,0.15789473684210525,0.5,0.06896551724137931,0.005169827818714804,0.2715585239004684,0,0.1111111111111111,0,1,0.178,1,1
Genocea Biosciences,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0.23076923076923078,0.2833333333333333,0.36363636363636365,0.375,0.15789473684210525,0.6,0.10344827586206896,0.00540592696941633,0.37162587053697194,0,0.3333333333333333,1,1,0.175,1,1
Ardelyx,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.5961538461538463,0.03333333333333333,0.1818181818181818,0.041874999999999996,0.10526315789473684,0.6666666666666666,0.034482758620689655,0.0025224590808067804,0.4269790954516193,0,0.2222222222222222,1,1,0.594,1,1
Collegium Pharmaceutical,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.3461538461538462,0.18333333333333332,0.5454545454545454,0.143125,0.2631578947368421,0.7142857142857143,0.034482758620689655,0.004376717618884599,0.02830188606065384,1,0.3333333333333333,1,1,0.711,1,1
Inogen,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.0,0.08333333333333333,0.4545454545454545,0.051875000000000004,0.15789473684210525,0.5,0.10344827586206896,0.003025144973219663,0.08159672893467057,1,0.1111111111111111,1,1,0.065,1,1
MiMedx Group,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.9615384615384617,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,2.6698810398980995e-05,1.0000000000000002,0,1.0,0,0,0.156,1,0
Apollo Endosurgery,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.4807692307692308,0.125,0.4545454545454545,0.104375,0.15789473684210525,0.5,0.034482758620689655,0.011968956772270242,0.03967878903365706,0,0.3333333333333333,0,1,0.186,1,1
Calithera Biosciences,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.7307692307692308,0.15,0.2727272727272727,0.234375,0.15789473684210525,0.75,0.0,0.0043354165400717945,0.38095238808260223,1,0.2222222222222222,1,1,0.683,1,1
Otonomy,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.5,0.20833333333333334,0.1818181818181818,0.479375,0.15789473684210525,1.0,0.06896551724137931,0.006335908975160051,0.38150511272171606,0,0.1111111111111111,0,1,0.81,1,1
Ocular Therapeutix,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0.36538461538461536,0.11666666666666667,0.36363636363636365,0.125,0.10526315789473684,0.4,0.034482758620689655,0.002084344853970643,0.019721150669208928,0,1.0,0,0,1.031,1,1
Marrone Bio Innovations,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.5576923076923077,0.11666666666666667,0.2727272727272727,0.171875,0.10526315789473684,0.5,0.034482758620689655,0.0020287605976025583,0.07629704965937477,1,0.5555555555555556,1,1,0.108,1,1
Aclaris Therapeutics,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0.5576923076923077,0.10833333333333334,0.1818181818181818,0.229375,0.10526315789473684,0.6666666666666666,0.0,0.003385495609663157,0.2560975608241793,1,0.2222222222222222,0,1,0.641,1,1
Radius Health,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0.7115384615384617,0.27499999999999997,0.36363636363636365,0.3625,0.21052631578947367,0.8,0.13793103448275862,0.008791785242401888,0.3170502567090267,0,0.4444444444444444,0,1,1.723,1,1
IVERIC bio,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5,0.06666666666666667,0.1818181818181818,0.125,0.15789473684210525,1.0,0.0,0.009952340873518109,0.1493775931878412,0,0.3333333333333333,0,0,0.041,1,1
Cidara Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.4230769230769231,0.125,0.2727272727272727,0.1875,0.21052631578947367,1.0,0.06896551724137931,0.0033400646459940046,0.39555005679228367,0,0.2222222222222222,1,1,0.028,1,1
Altimmune,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.7586206896551724,0.00015163407406666168,1.0000000000000002,0,0.0,0,0,0.078,1,0
Organovo Holdings,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0.2884615384615385,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.13793103448275862,0.0011754738515191534,0.1224917258839392,0,0.3333333333333333,1,1,0.701,1,1
Applied Genetics Technologies Corporation,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0.07692307692307693,0.11666666666666667,0.2727272727272727,0.171875,0.10526315789473684,0.5,0.3793103448275862,0.003222357000907012,0.345932094677875,0,0.1111111111111111,1,1,0.133,1,1
Lexicon Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.5862068965517241,0.0014443526700330766,1.0000000000000002,0,0.1111111111111111,0,0,0.366,1,0
QTS Realty Trust,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0.05769230769230771,0.0,0.0,0.0,0.05263157894736842,1.0,0.1724137931034483,0.0010313435339415703,1.0000000000000002,0,0.0,1,1,0.074,1,0
AirXpanders,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0.4615384615384616,0.225,0.7272727272727273,0.131875,0.15789473684210525,0.3333333333333333,0.0,0.0024792322642951214,0.0666033233857755,1,0.2222222222222222,0,0,0.724,1,1
Kindred Biosciences,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0.4807692307692308,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,0.0002594193398627106,0.15848475874564608,1,0.2222222222222222,0,1,0.418,1,1
Pond Technologies,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0.1538461538461539,0.025,0.09090909090909091,0.0625,0.05263157894736842,0.5,0.06896551724137931,0.00035981116390993107,1.1420642082307474e-07,0,0.0,0,0,23.082,1,1
Yield10 Bioscience,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.44230769230769235,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.6551724137931034,0.0006926760423465351,0.6428571427844422,0,0.1111111111111111,0,1,0.271,1,0
GI Dynamics,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.5,0.11666666666666667,0.36363636363636365,0.125,0.10526315789473684,0.4,0.0,0.0021092973378394886,0.08023481547294296,0,0.3333333333333333,0,0,0.023,1,1
Merrimack Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.4807692307692308,0.175,0.6363636363636364,0.109375,0.15789473684210525,0.375,0.06896551724137931,0.010861498008699082,3.598531049290502e-09,0,0.1111111111111111,0,1,0.507,1,1
Zafgen,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.1538461538461539,0.13333333333333333,0.4545454545454545,0.114375,0.10526315789473684,0.3333333333333333,0.034482758620689655,0.0064078964675808,0.033380590085485565,1,0.5555555555555556,1,1,0.175,1,1
AxoGen,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0.13461538461538464,0.01666666666666667,0.09090909090909091,0.03125,0.0,0.0,0.24137931034482757,0.00038373608104818067,0.2813622510401408,0,0.0,0,0,0.321,1,1
CoreLogic,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.13333333333333333,0.09090909090909091,0.46875,0.10526315789473684,1.0,0.3103448275862069,0.0010168882141783676,0.45638945222199867,0,0.4444444444444444,0,0,0.057,1,1
AcelRx Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.4807692307692308,0.01666666666666667,0.1818181818181818,0.0,0.0,0.0,0.13793103448275862,0.0025931336997857225,0.23583742989647788,1,0.2222222222222222,1,1,0.13,1,1
Snipp Interactive,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0.2115384615384615,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,0.0002783938468939402,1.0000000000000002,0,0.1111111111111111,0,0,0.192,1,0
Akoustis,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.4807692307692308,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.06896551724137931,0.000130029566157715,0.5067833421514805,0,0.3333333333333333,0,1,1.034,1,0
Conatus Pharmaceuticals,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0.5961538461538463,0.10833333333333334,0.36363636363636365,0.11249999999999999,0.10526315789473684,0.4,0.034482758620689655,0.002563671486558067,0.10627753868340543,1,0.1111111111111111,1,1,0.149,1,1
Anavex,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.36538461538461536,0.0,0.0,0.0,0.0,0.0,0.24137931034482757,0.00010620306909659597,1.0000000000000002,0,0.2222222222222222,0,0,0.307,1,0
Synthetic Biologics,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.30769230769230765,0.008333333333333333,0.0,0.0625,0.0,0.0,0.41379310344827586,0.00023072321728159108,1.0000000000000002,0,0.1111111111111111,0,0,0.216,1,0
Penumbra,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.27586206896551724,3.827603469641645e-06,1.0000000000000002,0,0.2222222222222222,0,1,0.102,1,0
Eiger BioPharmaceuticals,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.4615384615384616,0.04166666666666667,0.2727272727272727,0.03125,0.05263157894736842,0.25,0.034482758620689655,0.0008295110904469387,0.4126658791342058,0,0.2222222222222222,0,0,0.345,1,1
DIRTT Environmental Solutions,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0.7115384615384617,0.06666666666666667,0.1818181818181818,0.125,0.05263157894736842,0.3333333333333333,0.10344827586206896,0.0019349954638430125,0.5307137790943927,1,0.1111111111111111,0,0,0.094,1,0
Proteon Therapeutics,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0.17307692307692307,0.2833333333333333,0.36363636363636365,0.375,0.2631578947368421,1.0,0.3448275862068966,0.006009700317164352,0.13054950467622486,0,0.2222222222222222,0,1,0.442,1,1
Guidewire Software,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0.1538461538461539,0.025,0.09090909090909091,0.0625,0.0,0.0,0.20689655172413793,0.0010210183055392825,0.9696969696908013,0,0.1111111111111111,1,1,0.368,1,0
Acceleware,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.44230769230769235,0.025,0.09090909090909091,0.0625,0.05263157894736842,0.5,0.10344827586206896,0.0005326350021110763,0.2263056091268377,0,0.2222222222222222,0,0,0.006,1,1
TRACON Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.2115384615384615,0.08333333333333333,0.36363636363636365,0.07500000000000001,0.10526315789473684,0.4,0.034482758620689655,0.0021894211515421542,0.1791101054135916,0,0.0,1,1,0.38,1,1
TechTarget,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0.3269230769230769,0.04166666666666667,0.09090909090909091,0.125,0.15789473684210525,1.0,0.06896551724137931,0.004748425758765128,0.2608695650669322,0,0.1111111111111111,0,1,0.046,1,1
Tonix Pharmaceuticals Holding,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.5961538461538463,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.13793103448275862,9.525832699017105e-05,0.6959314774541632,0,0.4444444444444444,0,1,0.133,1,0
MEG Energy,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.36538461538461536,0.008333333333333333,0.09090909090909091,0.0,0.10526315789473684,1.0,0.6551724137931034,0.002238026049121256,0.8155554892819366,0,0.1111111111111111,0,0,0.202,1,0
Flex Pharma,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0.2115384615384615,0.10833333333333334,0.0,0.8125,0.0,0.0,0.0,0.0016508572380788298,1.0000000000000002,0,0.0,1,1,0.007,1,0
Quotient Biodiagnostics,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.25000000000000006,0.01666666666666667,0.09090909090909091,0.03125,0.05263157894736842,0.5,0.13793103448275862,0.0006678954941810447,0.6913580246285301,0,0.0,0,1,0.985,1,0
NXT-ID,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0.5769230769230769,0.008333333333333333,0.0,0.0625,0.05263157894736842,1.0,0.06896551724137931,1.5093253674809665e-05,1.0000000000000002,0,0.2222222222222222,0,0,2.647,1,0
Ampio Pharmaceuticals,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,2.298172817415744e-05,1.0000000000000002,0,0.2222222222222222,0,0,0.036,1,0
Stemline Therapeutics,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0.30769230769230765,0.025,0.1818181818181818,0.020625000000000004,0.05263157894736842,0.3333333333333333,0.1724137931034483,0.0006220514800748875,0.8283631543719533,0,0.1111111111111111,0,1,1.271,1,0
K12,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0.2884615384615385,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.41379310344827586,0.0008248390071967307,0.9999999500000026,0,0.2222222222222222,0,1,0.052,1,0
Imprimis Pharmaceuticals,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.05769230769230771,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.48275862068965514,0.0009465188915528245,0.34629642044761116,0,0.0,0,0,11.653,1,0
Nevada Copper,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.4615384615384616,0.0,0.0,0.0,0.0,0.0,0.24137931034482757,0.0009900426203324196,1.0000000000000002,0,0.2222222222222222,0,0,0.82,1,0
ShareRoot,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0.13461538461538464,0.03333333333333333,0.09090909090909091,0.09375,0.0,0.0,0.034482758620689655,5.6642014066528816e-05,7.14081641886639e-07,0,0.2222222222222222,0,0,0.166,1,1
Energy Recovery,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.008333333333333333,0.09090909090909091,0.0,0.0,0.0,0.896551724137931,0.0002548863580895383,0.46774193537552333,0,0.0,1,1,0.112,1,0
OncoSec Medical,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.3269230769230769,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,5.552742631095867e-06,1.0000000000000002,0,0.2222222222222222,0,0,0.466,1,0
